상호명,상권업종대분류명,상권업종중분류명,상권업종소분류명,시도명,시군구명,행정동명,법정동명,도로명주소,경도,위도
더바른정국밥,음식,한식,국/탕/찌개류,서울특별시,광진구,중곡2동,중곡동,서울특별시 광진구 능동로 384,127.0830882,37.56333264
이자카나,음식,일식,일식 회/초밥,서울특별시,광진구,화양동,화양동,서울특별시 광진구 동일로22길 88,127.0689446,37.54106513
맷돌전,음식,한식,백반/한정식,서울특별시,광진구,광장동,광장동,서울특별시 광진구 광장로1나길 18,127.1016685,37.54873428
퍼부어,음식,중식,중국집,서울특별시,광진구,자양3동,자양동,서울특별시 광진구 능동로 92,127.0711996,37.53899245
짚불맥주,음식,주점,생맥주 전문,서울특별시,광진구,화양동,화양동,서울특별시 광진구 동일로22길 96,127.0693538,37.54092419
찜삼촌,음식,한식,백반/한정식,서울특별시,광진구,화양동,화양동,서울특별시 광진구 광나루로 380,127.0718622,37.54761171
베트남쌍둥이반세오&분짜,음식,동남아시아,베트남식 전문,서울특별시,광진구,화양동,화양동,서울특별시 광진구 아차산로31길 54,127.0704566,37.54323957
정앤리,음식,비알코올 ,카페,서울특별시,광진구,자양3동,자양동,서울특별시 광진구 아차산로 272,127.0729816,37.53854692
동네파스타,음식,서양식,파스타/스테이크,서울특별시,광진구,군자동,군자동,서울특별시 광진구 광나루로 369,127.0710369,37.54845221
행운,음식,한식,백반/한정식,서울특별시,광진구,중곡1동,중곡동,서울특별시 광진구 면목로 99,127.0792721,37.56253705
화락바베큐치킨광진,음식,기타 간이,치킨,서울특별시,광진구,구의1동,구의동,서울특별시 광진구 구의로 67,127.0903405,37.54405219
전주한식뷔페,음식,구내식당·뷔페,뷔페,서울특별시,광진구,중곡1동,중곡동,서울특별시 광진구 동일로62길 7,127.0747426,37.55994266
소유담순대국,음식,한식,국/탕/찌개류,서울특별시,광진구,군자동,군자동,서울특별시 광진구 군자로 140,127.0749954,37.55414188
뽁밥건대,음식,한식,백반/한정식,서울특별시,광진구,자양1동,자양동,서울특별시 광진구 아차산로 325,127.0789875,37.53783703
단스,음식,일식,일식 회/초밥,서울특별시,광진구,화양동,화양동,서울특별시 광진구 동일로22길 30,127.0659226,37.54203242
만나고쪽갈비,음식,한식,돼지고기 구이/찜,서울특별시,광진구,중곡1동,중곡동,서울특별시 광진구 능동로 389,127.083011,37.56408893
모두랑군자즉석떡볶이,음식,기타 간이,김밥/만두/분식,서울특별시,광진구,중곡2동,중곡동,서울특별시 광진구 천호대로111길 42,127.0829594,37.5581416
늘행복한키친,음식,한식,백반/한정식,서울특별시,광진구,화양동,화양동,서울특별시 광진구 능동로13길 69,127.0690464,37.54471519
이선장회,음식,일식,일식 회/초밥,서울특별시,광진구,자양4동,자양동,서울특별시 광진구 뚝섬로 472,127.0627991,37.5366284
써브웨이,음식,기타 간이,토스트/샌드위치/샐러드,서울특별시,광진구,구의3동,구의동,서울특별시 광진구 아차산로 480,127.0952274,37.54044948
마가렛,음식,한식,백반/한정식,서울특별시,광진구,중곡4동,중곡동,서울특별시 광진구 용마산로 160,127.0863723,37.56784533
케이엠지엠,음식,비알코올 ,카페,서울특별시,광진구,화양동,화양동,서울특별시 광진구 능동로11길 7,127.0709377,37.54185574
쇼와시대,음식,비알코올 ,카페,서울특별시,광진구,화양동,화양동,서울특별시 광진구 능동로 129,127.071553,37.54242824
꾸노네,음식,한식,백반/한정식,서울특별시,광진구,중곡4동,중곡동,서울특별시 광진구 용마산로16길 17,127.088308,37.56227379
이가네맛집,음식,한식,백반/한정식,서울특별시,광진구,화양동,화양동,서울특별시 광진구 동일로24길 24,127.0664233,37.54362223
화랑고기,음식,한식,돼지고기 구이/찜,서울특별시,광진구,화양동,화양동,서울특별시 광진구 동일로22길 91,127.069306,37.54112205
투썸플레이스,음식,비알코올 ,카페,서울특별시,광진구,구의1동,구의동,서울특별시 광진구 자양로 116,127.0837357,37.53818933
심월,음식,한식,백반/한정식,서울특별시,광진구,중곡1동,중곡동,서울특별시 광진구 긴고랑로 45,127.0813288,37.56281438
한마음정육식당구의,음식,한식,돼지고기 구이/찜,서울특별시,광진구,구의3동,구의동,서울특별시 광진구 구의강변로 49,127.0916132,37.53522265
술잎,음식,한식,백반/한정식,서울특별시,광진구,구의1동,구의동,서울특별시 광진구 아차산로55길 24,127.086596,37.5383917
해랑,음식,한식,횟집,서울특별시,광진구,구의3동,구의동,서울특별시 광진구 아차산로 431,127.0901686,37.53864455
수작,음식,주점,요리 주점,서울특별시,광진구,중곡1동,중곡동,서울특별시 광진구 긴고랑로 18-1,127.0784577,37.56341373
한끼버거,음식,기타 간이,버거,서울특별시,광진구,광장동,광장동,서울특별시 광진구 아차산로 591,127.1048909,37.5461457
포차천국,음식,한식,백반/한정식,서울특별시,광진구,화양동,화양동,서울특별시 광진구 아차산로33길 50,127.0709528,37.54246857
유부야,음식,일식,일식 회/초밥,서울특별시,광진구,자양1동,자양동,서울특별시 광진구 자양로 55,127.0844738,37.53241931
라사천마라탕,음식,중식,마라탕/훠궈,서울특별시,광진구,화양동,화양동,서울특별시 광진구 광나루로 380,127.0718622,37.54761171
영스톤,음식,비알코올 ,카페,서울특별시,광진구,화양동,화양동,서울특별시 광진구 능동로 141,127.0719708,37.54341367
브롱스,음식,주점,생맥주 전문,서울특별시,광진구,구의1동,구의동,서울특별시 광진구 자양로18길 16,127.0844003,37.53750969
나능이능이백숙아차산,음식,한식,닭/오리고기 구이/찜,서울특별시,광진구,능동,능동,서울특별시 광진구 천호대로 646,127.088569,37.5529229
두찜,음식,한식,백반/한정식,서울특별시,광진구,자양4동,자양동,서울특별시 광진구 동일로20길 89,127.0684365,37.54006997
광진의밤,음식,주점,생맥주 전문,서울특별시,광진구,중곡2동,중곡동,서울특별시 광진구 용마산로 57,127.0874905,37.55876239
흥부가기가막혀,음식,주점,생맥주 전문,서울특별시,광진구,화양동,화양동,서울특별시 광진구 능동로19길 10,127.0732266,37.54709081
지금;육회연어,음식,한식,소고기 구이/찜,서울특별시,광진구,자양1동,자양동,서울특별시 광진구 자양로13길 22,127.0827193,37.53525302
굿띵커피,음식,비알코올 ,카페,서울특별시,광진구,중곡4동,중곡동,서울특별시 광진구 영화사로 51,127.0923829,37.55573653
휘이,음식,비알코올 ,카페,서울특별시,광진구,화양동,화양동,서울특별시 광진구 동일로 124,127.0649999,37.54342175
행복한뜨락,음식,한식,백반/한정식,서울특별시,광진구,자양4동,자양동,서울특별시 광진구 동일로 56,127.0619131,37.53780174
디플리,음식,비알코올 ,카페,서울특별시,광진구,구의2동,구의동,서울특별시 광진구 자양로 312,127.0933882,37.55309516
바오밥커피로스터스군자점,음식,비알코올 ,카페,서울특별시,광진구,능동,능동,서울특별시 광진구 능동로 266,127.0778651,37.55363271
뉴베이크,음식,비알코올 ,카페,서울특별시,광진구,자양1동,자양동,서울특별시 광진구 뚝섬로 601,127.0767501,37.53300793
굽이마다만나는사람들국수냉면,음식,기타 간이,김밥/만두/분식,서울특별시,광진구,중곡1동,중곡동,서울특별시 광진구 긴고랑로11길 4,127.0815127,37.56350962
두끼강변테크노마트점,음식,기타 간이,김밥/만두/분식,서울특별시,광진구,구의3동,구의동,서울특별시 광진구 광나루로56길 85,127.0956807,37.53571341
힐라이브카페,음식,주점,요리 주점,서울특별시,광진구,구의1동,구의동,서울특별시 광진구 아차산로51길 31,127.0848315,37.53833299
부성생고기,음식,한식,돼지고기 구이/찜,서울특별시,광진구,중곡2동,중곡동,서울특별시 광진구 긴고랑로15길 3,127.0829765,37.56228656
올리카,음식,한식,백반/한정식,서울특별시,광진구,중곡2동,중곡동,서울특별시 광진구 천호대로109길 53,127.0818374,37.55918711
장터참숯무한리필,음식,한식,백반/한정식,서울특별시,광진구,구의1동,구의동,서울특별시 광진구 아차산로 395,127.0863686,37.53755197
한우특가,음식,한식,소고기 구이/찜,서울특별시,광진구,중곡3동,중곡동,서울특별시 광진구 능동로 405,127.0837091,37.56531977
공차강변테크노마트,음식,비알코올 ,카페,서울특별시,광진구,구의3동,구의동,서울특별시 광진구 광나루로56길 85,127.0956807,37.53571341
정직유부,음식,일식,기타 일식 음식점,서울특별시,광진구,화양동,화양동,서울특별시 광진구 능동로 135-1,127.0716485,37.54294259
오봉집,음식,한식,백반/한정식,서울특별시,광진구,구의1동,구의동,서울특별시 광진구 자양로 116,127.0837357,37.53818933
양스커피,음식,비알코올 ,카페,서울특별시,광진구,자양4동,자양동,서울특별시 광진구 동일로10길 30,127.0627995,37.53750242
세미,음식,비알코올 ,카페,서울특별시,광진구,구의1동,구의동,서울특별시 광진구 아차산로51길 101,127.085279,37.54152618
안흥칼국수,음식,한식,국수/칼국수,서울특별시,광진구,자양1동,자양동,서울특별시 광진구 아차산로40길 69-9,127.0780644,37.53469416
수내닭꼬치,음식,한식,닭/오리고기 구이/찜,서울특별시,광진구,능동,능동,서울특별시 광진구 천호대로112길 10,127.081303,37.55569589
금강숯불생고기,음식,한식,돼지고기 구이/찜,서울특별시,광진구,중곡2동,중곡동,서울특별시 광진구 용마산로7길 9,127.0870692,37.55897538
백설이떡방,음식,기타 간이,떡/한과,서울특별시,광진구,중곡4동,중곡동,서울특별시 광진구 자양로45길 42,127.0909117,37.55293195
호시타코야끼,음식,서양식,기타 서양식 음식점,서울특별시,광진구,중곡2동,중곡동,서울특별시 광진구 용마산로 109,127.086665,37.56334235
박리다매,음식,기타 간이,김밥/만두/분식,서울특별시,광진구,자양1동,자양동,서울특별시 광진구 자양로15길 59,127.0804015,37.53510885
명동꼬마김밥,음식,기타 간이,김밥/만두/분식,서울특별시,광진구,중곡4동,중곡동,서울특별시 광진구 긴고랑로 126,127.0889515,37.55869257
야경,음식,일식,일식 회/초밥,서울특별시,광진구,구의1동,구의동,서울특별시 광진구 아차산로49길 27,127.0842348,37.53808508
청미계,음식,한식,백반/한정식,서울특별시,광진구,중곡4동,중곡동,서울특별시 광진구 천호대로129길 41,127.0915611,37.55350461
달콤왕가탕후루,음식,기타 간이,그 외 기타 간이 음식점,서울특별시,광진구,자양1동,자양동,서울특별시 광진구 자양로 115,127.0830349,37.53812082
에스에이치푸드,음식,한식,돼지고기 구이/찜,서울특별시,광진구,자양1동,자양동,서울특별시 광진구 자양로13길 33,127.082432,37.53469214
은둔고수,음식,한식,백반/한정식,서울특별시,광진구,구의2동,구의동,서울특별시 광진구 천호대로129길 48,127.0919457,37.55352559
썬7080,음식,주점,요리 주점,서울특별시,광진구,군자동,군자동,서울특별시 광진구 천호대로 546,127.0786481,37.55714391
평정원,음식,한식,백반/한정식,서울특별시,광진구,화양동,화양동,서울특별시 광진구 아차산로33길 41,127.070561,37.54212309
콘서트7080,음식,주점,요리 주점,서울특별시,광진구,구의1동,구의동,서울특별시 광진구 자양로18길 14,127.0842648,37.53748161
공차중곡역점,음식,비알코올 ,카페,서울특별시,광진구,중곡3동,중곡동,서울특별시 광진구 능동로 413-1,127.0841076,37.56605271
케밥씨,음식,서양식,기타 서양식 음식점,서울특별시,광진구,군자동,군자동,서울특별시 광진구 군자로 100-1,127.0714556,37.55210476
비비큐군자,음식,기타 간이,치킨,서울특별시,광진구,군자동,군자동,서울특별시 광진구 동일로60길 37,127.0754575,37.55796595
얼라이브도우,음식,서양식,경양식,서울특별시,광진구,자양1동,자양동,서울특별시 광진구 아차산로39길 8,127.0772238,37.53863421
