상호명,상권업종대분류명,상권업종중분류명,상권업종소분류명,시도명,시군구명,행정동명,법정동명,도로명주소,경도,위도
소문난떡방아간,음식,기타 간이,떡/한과,서울특별시,광진구,자양1동,자양동,서울특별시 광진구 뚝섬로47길 50,127.0794492,37.53433553
아워홈건국대점,음식,구내식당·뷔페,구내식당,서울특별시,광진구,화양동,화양동,서울특별시 광진구 능동로 120,127.0746953,37.53905594
시옌,음식,중식,중국집,서울특별시,광진구,화양동,화양동,서울특별시 광진구 능동로 137-8,127.0716995,37.54339351
제이제이케터링롯데,음식,구내식당·뷔페,구내식당,서울특별시,광진구,구의3동,구의동,서울특별시 광진구 광나루로56길 85,127.0956807,37.53571341
능동아구탕,음식,한식,백반/한정식,서울특별시,광진구,군자동,군자동,서울특별시 광진구 천호대로 544,127.0783757,37.55720486
엄마손식당,음식,한식,백반/한정식,서울특별시,광진구,자양3동,자양동,서울특별시 광진구 자양번영로 13,127.0747625,37.53086589
건대꼴목포차,음식,주점,요리 주점,서울특별시,광진구,화양동,화양동,서울특별시 광진구 아차산로25길 20,127.0669947,37.54226616
낙원떡집,음식,기타 간이,떡/한과,서울특별시,광진구,구의2동,구의동,서울특별시 광진구 자양로45길 11,127.0913124,37.5516195
한솔식당,음식,한식,백반/한정식,서울특별시,광진구,화양동,화양동,서울특별시 광진구 광나루로12길 19,127.0675389,37.54672165
빠오즈푸,음식,중식,중국집,서울특별시,광진구,군자동,군자동,서울특별시 광진구 광나루로 373,127.0715603,37.54823106
황금오리샤브샤브,음식,기타 간이,김밥/만두/분식,서울특별시,광진구,중곡3동,중곡동,서울특별시 광진구 용마산로 111,127.0866281,37.56358534
엄마밥주세요,음식,한식,백반/한정식,서울특별시,광진구,자양4동,자양동,서울특별시 광진구 뚝섬로22가길 1,127.0614292,37.53578855
명하,음식,기타 간이,김밥/만두/분식,서울특별시,광진구,구의1동,구의동,서울특별시 광진구 광나루로36길 67,127.0858396,37.54195402
서가네쌈밥,음식,한식,백반/한정식,서울특별시,광진구,중곡3동,중곡동,서울특별시 광진구 면목로17길 40,127.0810381,37.57081343
봉구삼촌,음식,기타 간이,김밥/만두/분식,서울특별시,광진구,구의1동,구의동,서울특별시 광진구 자양로18길 39,127.0857294,37.53800656
원일반점,음식,한식,백반/한정식,서울특별시,광진구,자양4동,자양동,서울특별시 광진구 동일로18길 31,127.0646055,37.53967025
이즈빈,음식,비알코올 ,카페,서울특별시,광진구,구의3동,구의동,서울특별시 광진구 강변역로4길 56,127.0921452,37.53334354
뱃놈,음식,주점,요리 주점,서울특별시,광진구,군자동,군자동,서울특별시 광진구 광나루로19길 9,127.0729413,37.54819686
금문,음식,중식,중국집,서울특별시,광진구,자양1동,자양동,서울특별시 광진구 자양로15길 3,127.0833443,37.5359607
화원정,음식,한식,백반/한정식,서울특별시,광진구,화양동,화양동,서울특별시 광진구 동일로 172-8,127.0675429,37.54730737
능라도분식,음식,기타 간이,김밥/만두/분식,서울특별시,광진구,능동,능동,서울특별시 광진구 천호대로110길 50,127.0790576,37.55513776
깨비밥상,음식,한식,백반/한정식,서울특별시,광진구,구의3동,구의동,서울특별시 광진구 광나루로56길 29,127.0965143,37.53695423
호호칼국수,음식,한식,국수/칼국수,서울특별시,광진구,구의3동,구의동,서울특별시 광진구 광나루로56길 85,127.0956807,37.53571341
늘생각나는성원식당,음식,한식,백반/한정식,서울특별시,광진구,구의2동,구의동,서울특별시 광진구 천호대로 666,127.0893011,37.55135171
개성보쌈,음식,한식,족발/보쌈,서울특별시,광진구,중곡4동,중곡동,서울특별시 광진구 자양로53길 111,127.0889367,37.55711562
카페리치,음식,비알코올 ,카페,서울특별시,광진구,구의3동,구의동,서울특별시 광진구 광나루로56길 85,127.0956807,37.53571341
울돌목주먹고기,음식,한식,돼지고기 구이/찜,서울특별시,광진구,구의1동,구의동,서울특별시 광진구 아차산로51길 28-5,127.0853402,37.53837297
구가네홍어,음식,한식,횟집,서울특별시,광진구,자양4동,자양동,서울특별시 광진구 뚝섬로25길 16,127.0650155,37.53673607
누룽지통닭뚝섬유원지점,음식,기타 간이,치킨,서울특별시,광진구,자양4동,자양동,서울특별시 광진구 능동로 7,127.0667563,37.53233469
기와집,음식,한식,백반/한정식,서울특별시,광진구,군자동,군자동,서울특별시 광진구 면목로 32,127.0764218,37.55686521
안녕;제주,음식,비알코올 ,카페,서울특별시,광진구,중곡1동,중곡동,서울특별시 광진구 긴고랑로14길 59,127.080334,37.55995031
피자알볼로,음식,기타 간이,피자,서울특별시,광진구,구의1동,구의동,서울특별시 광진구 광나루로 536,127.0889183,37.54468097
부영식당,음식,한식,돼지고기 구이/찜,서울특별시,광진구,자양3동,자양동,서울특별시 광진구 능동로8길 19,127.0702693,37.53645317
복만루,음식,중식,중국집,서울특별시,광진구,자양4동,자양동,서울특별시 광진구 동일로18길 43,127.0652419,37.53945003
원웨이,음식,비알코올 ,카페,서울특별시,광진구,중곡2동,중곡동,서울특별시 광진구 천호대로119길 58,127.0859786,37.55744417
어사랑,음식,한식,횟집,서울특별시,광진구,화양동,화양동,서울특별시 광진구 동일로 164,127.0668369,37.54675215
토스트카페,음식,비알코올 ,카페,서울특별시,광진구,중곡1동,중곡동,서울특별시 광진구 동일로62길 38,127.0761098,37.55922352
군자사랑파리바게트,음식,기타 간이,빵/도넛,서울특별시,광진구,중곡2동,중곡동,서울특별시 광진구 천호대로 573,127.0818131,37.55655585
능동숯불갈비,음식,한식,돼지고기 구이/찜,서울특별시,광진구,중곡1동,중곡동,서울특별시 광진구 면목로 55,127.07729,37.55897144
와우곱창,음식,한식,곱창 전골/구이,서울특별시,광진구,구의1동,구의동,서울특별시 광진구 구의로 67,127.0903405,37.54405219
청주명문도너츠,음식,기타 간이,빵/도넛,서울특별시,광진구,구의2동,구의동,서울특별시 광진구 자양로 203,127.0855451,37.5456821
한결복떡방아간,음식,기타 간이,떡/한과,서울특별시,광진구,중곡1동,중곡동,서울특별시 광진구 긴고랑로7길 15,127.0793314,37.5641594
둘둘포차,음식,주점,요리 주점,서울특별시,광진구,중곡2동,중곡동,서울특별시 광진구 긴고랑로15길 15,127.0831973,37.56274781
금정커피호프,음식,비알코올 ,카페,서울특별시,광진구,중곡1동,중곡동,서울특별시 광진구 면목로 114,127.0801642,37.56363428
양평해장국,음식,한식,국/탕/찌개류,서울특별시,광진구,중곡3동,중곡동,서울특별시 광진구 동일로 402,127.0779139,37.56620273
에센브르제과,음식,기타 간이,빵/도넛,서울특별시,광진구,중곡1동,중곡동,서울특별시 광진구 능동로47길 30,127.0811044,37.56357852
할매순대,음식,한식,국/탕/찌개류,서울특별시,광진구,구의2동,구의동,서울특별시 광진구 자양로45길 10,127.0915274,37.55162115
요리왕,음식,중식,중국집,서울특별시,광진구,자양4동,자양동,서울특별시 광진구 동일로 96,127.0636935,37.54111372
교동족발,음식,한식,족발/보쌈,서울특별시,광진구,자양1동,자양동,서울특별시 광진구 자양로13나길 6,127.0806219,37.53374997
토크빈,음식,비알코올 ,카페,서울특별시,광진구,자양1동,자양동,서울특별시 광진구 자양로13길 57,127.0816269,37.53391097
봉자마라탕,음식,중식,마라탕/훠궈,서울특별시,광진구,자양4동,자양동,서울특별시 광진구 동일로18길 22,127.0640399,37.53965676
유가네식당,음식,한식,백반/한정식,서울특별시,광진구,자양3동,자양동,서울특별시 광진구 자양번영로11길 19,127.0756132,37.53710784
서민닭갈비서민곱창,음식,한식,돼지고기 구이/찜,서울특별시,광진구,중곡4동,중곡동,서울특별시 광진구 영화사로 3,127.088285,37.55858831
콩닭콩닭,음식,주점,요리 주점,서울특별시,광진구,화양동,화양동,서울특별시 광진구 능동로16길 60,127.0762826,37.54522255
아부지가어부,음식,한식,횟집,서울특별시,광진구,구의1동,구의동,서울특별시 광진구 자양로22길 24,127.0847382,37.53948561
나루촌,음식,한식,백반/한정식,서울특별시,광진구,광장동,광장동,서울특별시 광진구 아차산로78길 170,127.1083211,37.54793772
느티마을사회적협동조합,음식,비알코올 ,카페,서울특별시,광진구,화양동,화양동,서울특별시 광진구 군자로 34,127.0704875,37.54622229
진우식당,음식,한식,백반/한정식,서울특별시,광진구,자양4동,자양동,서울특별시 광진구 뚝섬로 476,127.0631632,37.5364691
춘천골닭갈비,음식,한식,닭/오리고기 구이/찜,서울특별시,광진구,군자동,군자동,서울특별시 광진구 군자로 70,127.0708484,37.54905443
포몬스,음식,동남아시아,베트남식 전문,서울특별시,광진구,자양4동,자양동,서울특별시 광진구 아차산로 208,127.0664666,37.54105458
도도식품,음식,기타 간이,김밥/만두/분식,서울특별시,광진구,자양3동,자양동,서울특별시 광진구 아차산로 262,127.0729442,37.53699681
지호한방삼계탕,음식,한식,국/탕/찌개류,서울특별시,광진구,자양4동,자양동,서울특별시 광진구 동일로 88,127.0632952,37.54038972
철새식당,음식,한식,백반/한정식,서울특별시,광진구,자양4동,자양동,서울특별시 광진구 뚝섬로23길 44,127.0657453,37.53719238
전주식당,음식,한식,백반/한정식,서울특별시,광진구,중곡3동,중곡동,서울특별시 광진구 답십리로78길 25,127.0813831,37.5703746
구공탄,음식,한식,돼지고기 구이/찜,서울특별시,광진구,구의1동,구의동,서울특별시 광진구 자양로18길 91,127.0885376,37.53877614
능동곱창,음식,한식,곱창 전골/구이,서울특별시,광진구,중곡1동,중곡동,서울특별시 광진구 긴고랑로 12,127.0775259,37.5637038
위도식당,음식,한식,횟집,서울특별시,광진구,자양1동,자양동,서울특별시 광진구 자양로15길 78,127.0793278,37.53501038
뉴리안숯불닭바베큐,음식,주점,요리 주점,서울특별시,광진구,군자동,군자동,서울특별시 광진구 능동로35길 18,127.0780162,37.5569858
다미김밥,음식,기타 간이,김밥/만두/분식,서울특별시,광진구,자양2동,자양동,서울특별시 광진구 뚝섬로56길 55,127.0828416,37.52896462
코다리조림동태탕,음식,한식,백반/한정식,서울특별시,광진구,자양1동,자양동,서울특별시 광진구 뚝섬로57가길 52,127.080786,37.53236363
흑산홍어집,음식,한식,횟집,서울특별시,광진구,구의1동,구의동,서울특별시 광진구 아차산로53길 9,127.0858127,37.53767381
한가터,음식,한식,백반/한정식,서울특별시,광진구,구의2동,구의동,서울특별시 광진구 자양로45길 10,127.0915274,37.55162115
애향,음식,주점,요리 주점,서울특별시,광진구,자양4동,자양동,서울특별시 광진구 동일로20길 95,127.0687661,37.53995543
고기굽는놈,음식,한식,돼지고기 구이/찜,서울특별시,광진구,화양동,화양동,서울특별시 광진구 아차산로31길 8,127.069428,37.54132124
닭한마리손칼국수,음식,한식,국수/칼국수,서울특별시,광진구,중곡3동,중곡동,서울특별시 광진구 답십리로 364,127.0808481,37.57153279
논두렁,음식,주점,요리 주점,서울특별시,광진구,자양2동,자양동,서울특별시 광진구 뚝섬로56길 50,127.0826135,37.52910701
이삭토스트,음식,기타 간이,토스트/샌드위치/샐러드,서울특별시,광진구,군자동,군자동,서울특별시 광진구 군자로 107-1,127.0717985,37.5527472
세븐몽키스커피,음식,비알코올 ,카페,서울특별시,광진구,군자동,군자동,서울특별시 광진구 면목로 37,127.0763925,37.55740561
파리바게뜨중곡역점,음식,기타 간이,빵/도넛,서울특별시,광진구,중곡3동,중곡동,서울특별시 광진구 능동로 409,127.0837962,37.56559977
국선참치,음식,일식,일식 회/초밥,서울특별시,광진구,능동,능동,서울특별시 광진구 능동로36길 7,127.0796198,37.55635856
주주꽃,음식,주점,요리 주점,서울특별시,광진구,중곡4동,중곡동,서울특별시 광진구 용마산로 14,127.0886022,37.55484239
노다메,음식,일식,일식 회/초밥,서울특별시,광진구,화양동,화양동,서울특별시 광진구 아차산로33길 90,127.071702,37.54410537
파리바게뜨,음식,기타 간이,빵/도넛,서울특별시,광진구,자양2동,자양동,서울특별시 광진구 뚝섬로 628,127.0792179,37.53198198
꼼수없는착한만두,음식,기타 간이,김밥/만두/분식,서울특별시,광진구,광장동,광장동,서울특별시 광진구 아차산로 626,127.1076254,37.54838299
띠아모,음식,비알코올 ,카페,서울특별시,광진구,구의3동,구의동,서울특별시 광진구 구의강변로 99,127.0938129,37.53951956
오사카부르스,음식,주점,요리 주점,서울특별시,광진구,능동,능동,서울특별시 광진구 능동로36길 16,127.0798966,37.55593723
숲속의향기,음식,주점,생맥주 전문,서울특별시,광진구,중곡1동,중곡동,서울특별시 광진구 면목로 96,127.0793556,37.5621953
치킨플러스,음식,기타 간이,치킨,서울특별시,광진구,중곡3동,중곡동,서울특별시 광진구 면목로 167,127.0823049,37.56813816
써브웨이건대,음식,기타 간이,토스트/샌드위치/샐러드,서울특별시,광진구,화양동,화양동,서울특별시 광진구 아차산로 241,127.0701285,37.54049779
파리바게뜨중곡,음식,기타 간이,빵/도넛,서울특별시,광진구,중곡2동,중곡동,서울특별시 광진구 용마산로 45,127.0876861,37.55757451
아들떡집,음식,기타 간이,떡/한과,서울특별시,광진구,자양3동,자양동,서울특별시 광진구 뚝섬로36길 15,127.071446,37.53372323
카페나루,음식,비알코올 ,카페,서울특별시,광진구,광장동,광장동,서울특별시 광진구 광장로1길 18,127.1022366,37.54760328
메종드밀,음식,서양식,경양식,서울특별시,광진구,자양1동,자양동,서울특별시 광진구 아차산로39길 20,127.0766103,37.53883665
대구안지랑곱창막창,음식,한식,곱창 전골/구이,서울특별시,광진구,화양동,화양동,서울특별시 광진구 동일로24길 82,127.0694574,37.54260096
동촌,음식,한식,백반/한정식,서울특별시,광진구,화양동,화양동,서울특별시 광진구 아차산로21길 11,127.0650217,37.54258395
세꼬시마을,음식,한식,횟집,서울특별시,광진구,군자동,군자동,서울특별시 광진구 면목로 38,127.0767537,37.55748953
가람푸드써비스대원여고지점,음식,구내식당·뷔페,구내식당,서울특별시,광진구,중곡4동,중곡동,서울특별시 광진구 용마산로22길 26,127.0893586,37.56244408
캘리스코사보텐건대스타시티점,음식,일식,일식 회/초밥,서울특별시,광진구,자양3동,자양동,서울특별시 광진구 아차산로 262,127.0729442,37.53699681
순자네옛날통닭,음식,기타 간이,치킨,서울특별시,광진구,구의1동,구의동,서울특별시 광진구 자양로 194,127.0854423,37.54483431
대화식당,음식,한식,백반/한정식,서울특별시,광진구,자양3동,자양동,서울특별시 광진구 자양번영로5길 3,127.0750167,37.53227353
피자마우스치킨,음식,기타 간이,치킨,서울특별시,광진구,중곡4동,중곡동,서울특별시 광진구 용마산로 128,127.0869054,37.56497511
루멘,음식,한식,백반/한정식,서울특별시,광진구,구의1동,구의동,서울특별시 광진구 자양로32길 26,127.0865025,37.54420277
카페긴고랑길,음식,비알코올 ,카페,서울특별시,광진구,중곡4동,중곡동,서울특별시 광진구 긴고랑로 158,127.0924958,37.55855768
핫떡,음식,기타 간이,김밥/만두/분식,서울특별시,광진구,군자동,군자동,서울특별시 광진구 동일로38길 11,127.0700598,37.55149908
이모네먹거리,음식,한식,백반/한정식,서울특별시,광진구,자양1동,자양동,서울특별시 광진구 뚝섬로55길 12,127.0825199,37.53213383
가마솥영양탕,음식,한식,백반/한정식,서울특별시,광진구,중곡2동,중곡동,서울특별시 광진구 긴고랑로22길 32,127.0835852,37.55972329
웰메이드,음식,비알코올 ,카페,서울특별시,광진구,중곡4동,중곡동,서울특별시 광진구 용마산로 44,127.0882308,37.55746158
명동칼국수,음식,한식,국수/칼국수,서울특별시,광진구,구의3동,구의동,서울특별시 광진구 광나루로56길 85,127.0956807,37.53571341
소문난떡볶기,음식,기타 간이,김밥/만두/분식,서울특별시,광진구,자양3동,자양동,서울특별시 광진구 뚝섬로41길 8,127.0750867,37.53393201
평창고추장닭갈비,음식,한식,돼지고기 구이/찜,서울특별시,광진구,자양1동,자양동,서울특별시 광진구 뚝섬로 631,127.0798278,37.53207684
긴고랑지짐이;찌개마을,음식,한식,백반/한정식,서울특별시,광진구,중곡4동,중곡동,서울특별시 광진구 긴고랑로33길 4,127.0881745,37.55929028
고향토종흑돼지,음식,한식,돼지고기 구이/찜,서울특별시,광진구,중곡3동,중곡동,서울특별시 광진구 용마산로21길 28,127.0856443,37.56350565
메리엘스,음식,기타 간이,김밥/만두/분식,서울특별시,광진구,광장동,광장동,서울특별시 광진구 아차산로 503-23,127.0955908,37.54315542
송학닭한마리,음식,한식,닭/오리고기 구이/찜,서울특별시,광진구,구의1동,구의동,서울특별시 광진구 자양로18길 84,127.0880905,37.53832216
찬이네,음식,기타 간이,김밥/만두/분식,서울특별시,광진구,자양1동,자양동,서울특별시 광진구 뚝섬로55길 28,127.0821174,37.53266232
춘향,음식,중식,중국집,서울특별시,광진구,중곡2동,중곡동,서울특별시 광진구 긴고랑로 99,127.0864536,37.56025912
프로포즈,음식,주점,요리 주점,서울특별시,광진구,구의3동,구의동,서울특별시 광진구 구의로 54,127.0902889,37.54270922
란주천면관,음식,중식,중국집,서울특별시,광진구,자양4동,자양동,서울특별시 광진구 동일로18길 32,127.0645285,37.53948943
떡보의하루,음식,기타 간이,떡/한과,서울특별시,광진구,구의3동,구의동,서울특별시 광진구 구의로4길 26,127.0909662,37.54005633
콜미,음식,주점,요리 주점,서울특별시,광진구,중곡4동,중곡동,서울특별시 광진구 용마산로 16,127.0885998,37.55504061
치킨마루,음식,기타 간이,치킨,서울특별시,광진구,자양4동,자양동,서울특별시 광진구 뚝섬로23길 32,127.0650794,37.53706096
소문난식당,음식,한식,돼지고기 구이/찜,서울특별시,광진구,화양동,화양동,서울특별시 광진구 능동로16길 48,127.0756622,37.5450555
동해안이야기,음식,한식,횟집,서울특별시,광진구,중곡3동,중곡동,서울특별시 광진구 면목로 167,127.0823049,37.56813816
김밥대학라면학과,음식,기타 간이,김밥/만두/분식,서울특별시,광진구,화양동,화양동,서울특별시 광진구 광나루로24길 8,127.0761387,37.54587919
장수떡방,음식,기타 간이,떡/한과,서울특별시,광진구,화양동,화양동,서울특별시 광진구 아차산로29길 67,127.0693757,37.54370861
자키자키,음식,주점,요리 주점,서울특별시,광진구,중곡3동,중곡동,서울특별시 광진구 용마산로 191,127.0859066,37.57075211
청진동해장국,음식,한식,국/탕/찌개류,서울특별시,광진구,구의2동,구의동,서울특별시 광진구 영화사로 72,127.0938927,37.55443259
원조뽈찜,음식,한식,해산물 구이/찜,서울특별시,광진구,자양4동,자양동,서울특별시 광진구 뚝섬로30길 2-1,127.0657409,37.53573264
마시조아,음식,기타 간이,김밥/만두/분식,서울특별시,광진구,자양2동,자양동,서울특별시 광진구 뚝섬로52가길 22-1,127.0805541,37.5309742
최가커피,음식,비알코올 ,카페,서울특별시,광진구,자양1동,자양동,서울특별시 광진구 자양로13가길 18,127.0811394,37.53490735
월드,음식,주점,요리 주점,서울특별시,광진구,자양2동,자양동,서울특별시 광진구 뚝섬로 596,127.0759248,37.53294742
백옥,음식,중식,중국집,서울특별시,광진구,자양4동,자양동,서울특별시 광진구 뚝섬로23길 97,127.0684379,37.53814173
한'S즉석떡볶이,음식,기타 간이,김밥/만두/분식,서울특별시,광진구,중곡3동,중곡동,서울특별시 광진구 능동로50길 7,127.0838031,37.5641131
봄푸드,음식,한식,백반/한정식,서울특별시,광진구,중곡1동,중곡동,서울특별시 광진구 면목로7길 10,127.077101,37.55960971
힘찬낙지,음식,한식,해산물 구이/찜,서울특별시,광진구,군자동,군자동,서울특별시 광진구 천호대로104길 14,127.0752325,37.55785607
캠토,음식,기타 간이,피자,서울특별시,광진구,구의1동,구의동,서울특별시 광진구 자양로26길 31,127.0857087,37.54155654
치킨뱅이,음식,기타 간이,치킨,서울특별시,광진구,중곡1동,중곡동,서울특별시 광진구 긴고랑로 23,127.0790438,37.56361653
철없는빙수불백,음식,기타 간이,아이스크림/빙수,서울특별시,광진구,구의2동,구의동,서울특별시 광진구 자양로43길 42,127.0904297,37.55254079
풀코스,음식,기타 간이,치킨,서울특별시,광진구,자양2동,자양동,서울특별시 광진구 뚝섬로52길 17,127.0793639,37.53115415
더맛존바베큐,음식,주점,요리 주점,서울특별시,광진구,구의1동,구의동,서울특별시 광진구 자양로18길 19,127.0846572,37.537782
오돌이생삼겹,음식,한식,돼지고기 구이/찜,서울특별시,광진구,구의1동,구의동,서울특별시 광진구 아차산로51길 74-1,127.0851243,37.54029955
가마두에,음식,한식,백반/한정식,서울특별시,광진구,자양4동,자양동,서울특별시 광진구 아차산로30길 18,127.0673732,37.54004356
육연타,음식,한식,돼지고기 구이/찜,서울특별시,광진구,광장동,광장동,서울특별시 광진구 아차산로78길 165,127.1088754,37.54795091
영일만수산시장,음식,한식,횟집,서울특별시,광진구,중곡4동,중곡동,서울특별시 광진구 용마산로6길 9,127.0886276,37.55740157
페리카나치킨자양1점,음식,기타 간이,치킨,서울특별시,광진구,자양1동,자양동,서울특별시 광진구 자양로13다길 47,127.0772556,37.53330022
마쯔리,음식,주점,요리 주점,서울특별시,광진구,화양동,화양동,서울특별시 광진구 아차산로33길 43,127.0706051,37.54221354
명동칼국수,음식,한식,국수/칼국수,서울특별시,광진구,자양1동,자양동,서울특별시 광진구 자양로11길 12,127.0832911,37.53476188
피자먹다,음식,기타 간이,피자,서울특별시,광진구,구의3동,구의동,서울특별시 광진구 아차산로 459,127.0930969,37.53977537
전주집,음식,한식,백반/한정식,서울특별시,광진구,구의2동,구의동,서울특별시 광진구 자양로50길 18,127.0932775,37.55195898
건풍e치킨,음식,기타 간이,치킨,서울특별시,광진구,구의2동,구의동,서울특별시 광진구 천호대로129길 28,127.0911503,37.55285269
건대대호횟집,음식,한식,횟집,서울특별시,광진구,화양동,화양동,서울특별시 광진구 아차산로29길 71,127.0694976,37.54391682
육성회비,음식,한식,돼지고기 구이/찜,서울특별시,광진구,화양동,화양동,서울특별시 광진구 동일로24길 19,127.0662731,37.54386433
단지,음식,비알코올 ,카페,서울특별시,광진구,군자동,군자동,서울특별시 광진구 군자로 133-1,127.0741712,37.55398225
저니,음식,주점,요리 주점,서울특별시,광진구,화양동,화양동,서울특별시 광진구 능동로 147,127.0722018,37.5439471
두부천국,음식,한식,백반/한정식,서울특별시,광진구,구의2동,구의동,서울특별시 광진구 영화사로 77,127.0945576,37.55466295
커피고,음식,비알코올 ,카페,서울특별시,광진구,중곡2동,중곡동,서울특별시 광진구 천호대로111길 7,127.0818776,37.55683568
아차산순대국,음식,한식,국/탕/찌개류,서울특별시,광진구,구의2동,구의동,서울특별시 광진구 영화사로 70,127.0937565,37.55445857
오목대,음식,한식,백반/한정식,서울특별시,광진구,중곡3동,중곡동,서울특별시 광진구 동일로80길 23,127.0811241,37.57026446
은성식당,음식,한식,백반/한정식,서울특별시,광진구,자양4동,자양동,서울특별시 광진구 뚝섬로30길 28-1,127.0666916,37.53480306
재희네식당,음식,한식,백반/한정식,서울특별시,광진구,화양동,화양동,서울특별시 광진구 군자로 21,127.0709083,37.54513533
있잖아요호프,음식,주점,요리 주점,서울특별시,광진구,군자동,군자동,서울특별시 광진구 광나루로 341,127.0679016,37.54849959
홍두깨장칼국수,음식,한식,국수/칼국수,서울특별시,광진구,자양1동,자양동,서울특별시 광진구 자양로15길 84,127.0789554,37.53492638
청춘갈비,음식,한식,돼지고기 구이/찜,서울특별시,광진구,화양동,화양동,서울특별시 광진구 동일로24길 103,127.0706936,37.54237643
요거프레소건국대점,음식,비알코올 ,카페,서울특별시,광진구,화양동,화양동,서울특별시 광진구 광나루로24길 21,127.0766529,37.54547774
홍천화로숯불구이,음식,한식,돼지고기 구이/찜,서울특별시,광진구,능동,능동,서울특별시 광진구 천호대로110길 27,127.079738,37.55595401
신쵸쭈꾸미,음식,한식,해산물 구이/찜,서울특별시,광진구,구의1동,구의동,서울특별시 광진구 자양로22길 33,127.0851653,37.5397232
사천왕,음식,중식,중국집,서울특별시,광진구,구의1동,구의동,서울특별시 광진구 아차산로51길 8,127.0854423,37.53742766
청산칡냉면,음식,한식,냉면/밀면,서울특별시,광진구,중곡4동,중곡동,서울특별시 광진구 용마산로 24-1,127.0884539,37.55586845
호남식당,음식,한식,백반/한정식,서울특별시,광진구,자양1동,자양동,서울특별시 광진구 자양로13길 19,127.0829134,37.53511036
황제참치,음식,일식,일식 회/초밥,서울특별시,광진구,화양동,화양동,서울특별시 광진구 동일로22길 68,127.0678203,37.54138965
황골,음식,한식,백반/한정식,서울특별시,광진구,구의2동,구의동,서울특별시 광진구 광나루로37길 41,127.0886918,37.54655341
본죽,음식,한식,백반/한정식,서울특별시,광진구,중곡4동,중곡동,서울특별시 광진구 긴고랑로 115,127.0879141,37.55929728
화심,음식,주점,요리 주점,서울특별시,광진구,군자동,군자동,서울특별시 광진구 광나루로 379,127.0720688,37.54828913
한라정,음식,한식,백반/한정식,서울특별시,광진구,광장동,광장동,서울특별시 광진구 아차산로78길 110,127.1101641,37.54997899
엠비에프,음식,주점,생맥주 전문,서울특별시,광진구,중곡2동,중곡동,서울특별시 광진구 능동로48가길 36,127.0859525,37.56329178
남한강식당,음식,한식,백반/한정식,서울특별시,광진구,화양동,화양동,서울특별시 광진구 동일로 150,127.0661947,37.54562076
무등산닭한마리,음식,한식,닭/오리고기 구이/찜,서울특별시,광진구,화양동,화양동,서울특별시 광진구 아차산로31길 6,127.0693951,37.54123988
제이제이케터링켄트국제학교,음식,구내식당·뷔페,구내식당,서울특별시,광진구,구의2동,구의동,서울특별시 광진구 자양로35길 13,127.0863193,37.5471568
경성포차,음식,주점,요리 주점,서울특별시,광진구,화양동,화양동,서울특별시 광진구 동일로22길 64,127.0676609,37.54146949
비비큐,음식,기타 간이,치킨,서울특별시,광진구,군자동,군자동,서울특별시 광진구 군자로 98,127.0713234,37.55181538
동해해물,음식,한식,백반/한정식,서울특별시,광진구,화양동,화양동,서울특별시 광진구 동일로26길 16,127.0667539,37.54523773
시골밥상,음식,한식,백반/한정식,서울특별시,광진구,구의3동,구의동,서울특별시 광진구 광나루로56길 85,127.0956807,37.53571341
대명곱창,음식,한식,곱창 전골/구이,서울특별시,광진구,능동,능동,서울특별시 광진구 능동로 298,127.0792927,37.55626591
왕십리정곱창,음식,한식,곱창 전골/구이,서울특별시,광진구,화양동,화양동,서울특별시 광진구 능동로19길 5,127.0734669,37.54687644
떡메마을김밥촌,음식,기타 간이,김밥/만두/분식,서울특별시,광진구,중곡4동,중곡동,서울특별시 광진구 긴고랑로36길 19,127.0896589,37.55822949
민속떡방,음식,기타 간이,떡/한과,서울특별시,광진구,능동,능동,서울특별시 광진구 천호대로112길 30,127.0808253,37.55496232
탄뽀뽀,음식,일식,일식 회/초밥,서울특별시,광진구,구의3동,구의동,서울특별시 광진구 광나루로56길 85,127.0956807,37.53571341
광나루식당,음식,한식,백반/한정식,서울특별시,광진구,광장동,광장동,서울특별시 광진구 광장로5길 6,127.1052439,37.54785137
불로곱창,음식,한식,곱창 전골/구이,서울특별시,광진구,자양2동,자양동,서울특별시 광진구 자양번영로 20,127.0753445,37.53138405
양촌리생삼겹살,음식,한식,돼지고기 구이/찜,서울특별시,광진구,구의3동,구의동,서울특별시 광진구 아차산로 482,127.0954531,37.54050527
청사초롱,음식,주점,요리 주점,서울특별시,광진구,광장동,광장동,서울특별시 광진구 천호대로141길 10-11,127.1029212,37.54619383
화양식당,음식,한식,백반/한정식,서울특별시,광진구,화양동,화양동,서울특별시 광진구 군자로 39,127.0700966,37.54671479
장수장충동왕족발,음식,한식,족발/보쌈,서울특별시,광진구,구의2동,구의동,서울특별시 광진구 광나루로 531,127.0886415,37.54511134
장수면옥,음식,한식,냉면/밀면,서울특별시,광진구,구의3동,구의동,서울특별시 광진구 광나루로56길 85,127.0956807,37.53571341
빵이가득한집,음식,기타 간이,빵/도넛,서울특별시,광진구,자양4동,자양동,서울특별시 광진구 동일로10길 33,127.0637665,37.53798765
호세야오리바베큐,음식,기타 간이,치킨,서울특별시,광진구,군자동,군자동,서울특별시 광진구 동일로52길 15,127.072183,37.55459737
